S.NO.,REFUND DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BANK REFUND REF.NO.","REFUND AMOUNT",DEBITED ON,"CUST.ACC.NO.",REMARKS
1,03-Apr-2024,100004892886845,549434877984561,1551307,6351.75,04-Apr-2024,,
2,03-Apr-2024,100004761592319,197365831242572,1551308,5810.56,04-Apr-2024,,
3,03-Apr-2024,100004678236225,128174807245162,1551310,145,04-Apr-2024,,
4,03-Apr-2024,100004893933119,112149878499277,1551311,427.7,04-Apr-2024,,
5,03-Apr-2024,100004761098178,560521830820656,1551313,2685.84,04-Apr-2024,,
6,03-Apr-2024,100004893620166,227493878430294,1551315,670.85,04-Apr-2024,,
7,03-Apr-2024,100004892791021,425361877829593,1551316,388.6,04-Apr-2024,,
8,03-Apr-2024,100004887927035,199571876060699,1551317,130,04-Apr-2024,,
9,03-Apr-2024,100004892952603,619709877999371,1551318,377.7,04-Apr-2024,,
10,03-Apr-2024,100004893649565,141182878466273,1551320,3415.4,04-Apr-2024,,
11,03-Apr-2024,100004886811519,201681875741285,1551321,260,04-Apr-2024,,
12,03-Apr-2024,100004893337614,151230878289759,1551322,1195.4,04-Apr-2024,,
13,03-Apr-2024,100004888353526,947957876213841,1551325,80.36,04-Apr-2024,,
14,03-Apr-2024,100004849298599,662475862086685,1551326,1250.72,04-Apr-2024,,
15,03-Apr-2024,100004858607105,211568865256008,1551327,210,04-Apr-2024,,
16,03-Apr-2024,100004893566101,151704878390859,1551328,1185.85,04-Apr-2024,,
17,03-Apr-2024,100004893169039,107719878074143,1551330,1460.72,04-Apr-2024,,
18,03-Apr-2024,100004891344446,681158877396043,1551331,550.36,04-Apr-2024,,
19,03-Apr-2024,100004892599893,484159877833343,1551380,2190.85,04-Apr-2024,,
20,03-Apr-2024,100004892415399,104301877760910,1551332,3116.3,04-Apr-2024,,
21,03-Apr-2024,100004892648148,982073877824216,1551333,888.15,04-Apr-2024,,
22,03-Apr-2024,100004892676018,198000877823432,1551334,988.15,04-Apr-2024,,
23,03-Apr-2024,100004892872739,200767877949223,1551335,5676.3,04-Apr-2024,,
24,03-Apr-2024,100004892961256,122791877958632,1551336,2517.2,04-Apr-2024,,
25,03-Apr-2024,100004892988739,875475878038391,1551337,1460.72,04-Apr-2024,,
26,03-Apr-2024,100004893046535,262249878042264,1551338,282.7,04-Apr-2024,,
27,03-Apr-2024,100004893337682,545686878297846,1551339,1195.4,04-Apr-2024,,
28,03-Apr-2024,100004893371537,201723878297772,1551340,904.05,04-Apr-2024,,
29,03-Apr-2024,100004893460152,490687878334056,1551341,715.4,04-Apr-2024,,
30,03-Apr-2024,100004893556658,111994878436638,1551342,730.85,04-Apr-2024,,
31,03-Apr-2024,100004893645469,176453878460035,1551343,403.15,04-Apr-2024,,
32,03-Apr-2024,100004893704995,106311878491338,1551344,2155.4,04-Apr-2024,,
33,03-Apr-2024,100004893731971,511184878493751,1551345,567.7,04-Apr-2024,,
34,03-Apr-2024,100004892105630,180307877701873,1551346,133.15,04-Apr-2024,,
35,03-Apr-2024,100004893365912,165886878353648,1551347,1000,04-Apr-2024,,
36,03-Apr-2024,100004700041889,146850813167296,1551348,130,04-Apr-2024,,
37,03-Apr-2024,100004888353587,578824876220028,1551349,545,04-Apr-2024,,
38,03-Apr-2024,100004893877201,393773878495719,1551350,1240.72,04-Apr-2024,,
39,03-Apr-2024,100004892744740,379097877880471,1551351,3366.75,04-Apr-2024,,
40,03-Apr-2024,100004883589221,108279874414068,1551352,575,04-Apr-2024,,
41,03-Apr-2024,100004893938118,194981878499995,1551354,695.4,04-Apr-2024,,
42,03-Apr-2024,100004887264863,102328875930470,1551355,1160.72,04-Apr-2024,,
43,03-Apr-2024,100004854869770,160537864225778,1551356,316.08,04-Apr-2024,,
44,03-Apr-2024,100004873623615,181103870317380,1551357,335,04-Apr-2024,,
45,03-Apr-2024,100004859599117,185357865384548,1551358,260.72,04-Apr-2024,,
46,03-Apr-2024,100004837328365,150844857726122,1551359,4581.44,04-Apr-2024,,
47,03-Apr-2024,100004884517317,358227874591585,1551360,10040,04-Apr-2024,,
48,03-Apr-2024,100004700041854,105953813166222,1551361,130,04-Apr-2024,,
49,03-Apr-2024,100004892776696,186675877888333,1551362,387.7,04-Apr-2024,,
50,03-Apr-2024,100004859629440,110241865392982,1551363,265,04-Apr-2024,,
51,03-Apr-2024,100004893491303,261603878376700,1551364,1185.85,04-Apr-2024,,
52,03-Apr-2024,100004893574646,146879878437625,1551365,2277.2,04-Apr-2024,,
53,03-Apr-2024,100004893564834,212802878449051,1551366,1257.7,04-Apr-2024,,
54,03-Apr-2024,100004892832005,353738877837039,1551309,790.72,04-Apr-2024,,
55,03-Apr-2024,100004890363566,588911877006315,1551314,80.36,04-Apr-2024,,
56,03-Apr-2024,100004892178658,160304877738741,1551319,567.7,04-Apr-2024,,
57,03-Apr-2024,100004782186953,120318838491653,1551324,6450.84,04-Apr-2024,,
58,03-Apr-2024,100004884904016,182303874865967,1551329,50.36,04-Apr-2024,,
59,03-Apr-2024,100004892835398,109814877880515,1551369,413.15,04-Apr-2024,,
60,03-Apr-2024,100004803193716,178878845553917,1551374,550.72,04-Apr-2024,,
61,03-Apr-2024,100004893358578,733753878299819,1551379,715.85,04-Apr-2024,,
62,03-Apr-2024,100004892879147,107427877877455,1551384,342.7,04-Apr-2024,,
63,03-Apr-2024,100004870716764,212152869510282,1551312,4006.08,04-Apr-2024,,
64,03-Apr-2024,100004760962842,143906830811728,1551323,4845.84,04-Apr-2024,,
65,03-Apr-2024,100004849382230,171299862100267,1551353,1540,04-Apr-2024,,
66,03-Apr-2024,100004858607158,180784865257592,1551368,240.72,04-Apr-2024,,
67,03-Apr-2024,100004678236246,283067807247593,1551367,145,04-Apr-2024,,
68,03-Apr-2024,100004892573913,205053877829264,1551370,443.15,04-Apr-2024,,
69,03-Apr-2024,100004892649885,164324877828622,1551371,850.72,04-Apr-2024,,
70,03-Apr-2024,100004893169072,656422878079012,1551372,600.36,04-Apr-2024,,
71,03-Apr-2024,100004761096231,731501830824810,1551373,3690.84,04-Apr-2024,,
72,03-Apr-2024,100004755496935,149202828748639,1551375,11651.4,04-Apr-2024,,
73,03-Apr-2024,100004893821697,351460878500965,1551376,695.4,04-Apr-2024,,
74,03-Apr-2024,100004892036734,191964877698081,1551377,1256.3,04-Apr-2024,,
75,03-Apr-2024,100004803193779,196837845555874,1551378,670.72,04-Apr-2024,,
76,03-Apr-2024,100004886507788,114848875630709,1551381,380,04-Apr-2024,,
77,03-Apr-2024,100004891418592,722511877526986,1551382,335,04-Apr-2024,,
78,03-Apr-2024,100004869618306,112178869000956,1551383,625,04-Apr-2024,,
79,03-Apr-2024,100004892893071,184324877881131,1551385,143.15,04-Apr-2024,,
80,03-Apr-2024,100004893271449,178028878210150,1551386,660.85,04-Apr-2024,,
81,03-Apr-2024,100004859501953,347407865390660,1551387,410.72,04-Apr-2024,,
82,03-Apr-2024,100004892988850,623763878053608,1551388,730.36,04-Apr-2024,,
