S.NO.,REFUND DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BANK REFUND REF.NO.","REFUND AMOUNT",DEBITED ON,"CUST.ACC.NO.",REMARKS
1,05-Apr-2024,100004648549888,881366798861490,1551484,4170.84,18-Apr-2024,,
2,05-Apr-2024,100004897899463,809513880137606,1551530,427.7,18-Apr-2024,,
3,05-Apr-2024,100004887836325,144732876053080,1551494,210,18-Apr-2024,,
4,05-Apr-2024,100004833545705,211303856146494,1551499,2020,18-Apr-2024,,
5,05-Apr-2024,100004859069383,137147865324019,1551504,960,18-Apr-2024,,
6,05-Apr-2024,100004893779521,673750878486667,1551509,285,18-Apr-2024,,
7,05-Apr-2024,100004836926406,135339857475742,1551514,4420,18-Apr-2024,,
8,05-Apr-2024,100004836926437,225665857480409,1551467,1265,18-Apr-2024,,
9,05-Apr-2024,100004897608797,667243879972736,1551468,1170.4,18-Apr-2024,,
10,05-Apr-2024,100004819059253,187004850351454,1551469,2420,18-Apr-2024,,
11,05-Apr-2024,100004869497991,153141869020841,1551470,57,18-Apr-2024,,
12,05-Apr-2024,100004896885968,890081879506262,1551471,488.15,18-Apr-2024,,
13,05-Apr-2024,100004897422269,449645879726652,1551472,3040,18-Apr-2024,,
14,05-Apr-2024,100004866911428,722797868051850,1551473,1401.8,18-Apr-2024,,
15,05-Apr-2024,100004829667841,152527854372460,1551474,350.72,18-Apr-2024,,
16,05-Apr-2024,100004896498974,491400879435982,1551475,1225.36,18-Apr-2024,,
17,05-Apr-2024,100004897130563,558187879565887,1551476,1820,18-Apr-2024,,
18,05-Apr-2024,100004896707604,264333879488123,1551477,1880,18-Apr-2024,,
19,05-Apr-2024,100004845585167,637142860209346,1551478,1700,18-Apr-2024,,
20,05-Apr-2024,100004897943846,420822880161863,1551479,868.15,18-Apr-2024,,
21,05-Apr-2024,100004845989900,185073860532966,1551480,120.72,18-Apr-2024,,
22,05-Apr-2024,100004790947843,158619841468604,1551481,305.28,18-Apr-2024,,
23,05-Apr-2024,100004896315648,527944879409719,1551487,80,18-Apr-2024,,
24,05-Apr-2024,100004826890281,193631853520160,1551498,500,18-Apr-2024,,
25,05-Apr-2024,100004807325048,592111846875075,1551510,460.36,18-Apr-2024,,
26,05-Apr-2024,100004891284774,677161877439971,1551482,25,18-Apr-2024,,
27,05-Apr-2024,100004894690207,103736878667294,1551483,450.36,18-Apr-2024,,
28,05-Apr-2024,100004866911479,108693868056828,1551485,1325,18-Apr-2024,,
29,05-Apr-2024,100004807325058,360603846882749,1551486,830.36,18-Apr-2024,,
30,05-Apr-2024,100004864695644,155746867304314,1551488,1380.72,18-Apr-2024,,
31,05-Apr-2024,100004893344697,885018878322665,1551490,490.36,18-Apr-2024,,
32,05-Apr-2024,100004895178290,168176878896223,1551491,720.72,18-Apr-2024,,
33,05-Apr-2024,100004854293782,715369863840394,1551492,1465.36,18-Apr-2024,,
34,05-Apr-2024,100004883749185,260967874464023,1551493,85.36,18-Apr-2024,,
35,05-Apr-2024,100004810406749,158303847904431,1551495,310.36,18-Apr-2024,,
36,05-Apr-2024,100004883771379,571046874486150,1551496,220.72,18-Apr-2024,,
37,05-Apr-2024,100004826890227,121787853516756,1551497,500,18-Apr-2024,,
38,05-Apr-2024,100004854411062,168357863827856,1551500,720.36,18-Apr-2024,,
39,05-Apr-2024,100004885130077,736007875039563,1551501,130.36,18-Apr-2024,,
40,05-Apr-2024,100004843108849,434282859768695,1551502,110.36,18-Apr-2024,,
41,05-Apr-2024,100004896440931,449204879435752,1551503,1955.85,18-Apr-2024,,
42,05-Apr-2024,100004847558986,174383861175567,1551505,2185.36,18-Apr-2024,,
43,05-Apr-2024,100004878920290,639792872611821,1551506,490,18-Apr-2024,,
44,05-Apr-2024,100004807284857,358372846934241,1551507,990.36,18-Apr-2024,,
45,05-Apr-2024,100004897101306,123367879521466,1551508,928.6,18-Apr-2024,,
46,05-Apr-2024,100004836926494,754805857485728,1551511,4420,18-Apr-2024,,
47,05-Apr-2024,100004896983592,169837879507117,1551512,442.7,18-Apr-2024,,
48,05-Apr-2024,100004829660763,118241854371224,1551513,526.08,18-Apr-2024,,
49,05-Apr-2024,100004893358551,777684878293687,1551515,445.36,18-Apr-2024,,
50,05-Apr-2024,100004896818448,182330879504387,1551516,443.15,18-Apr-2024,,
51,05-Apr-2024,100004883749149,746473874462387,1551517,85.36,18-Apr-2024,,
52,05-Apr-2024,100004883771426,156463874491383,1551518,220.72,18-Apr-2024,,
53,05-Apr-2024,100004886800352,169556875724723,1551519,640,18-Apr-2024,,
54,05-Apr-2024,100004893344641,131868878308045,1551520,1500.72,18-Apr-2024,,
55,05-Apr-2024,100004893779481,139511878485664,1551521,160.36,18-Apr-2024,,
56,05-Apr-2024,100004894284799,523702878598471,1551522,1310.36,18-Apr-2024,,
57,05-Apr-2024,100004896089537,504534879343496,1551523,730.72,18-Apr-2024,,
58,05-Apr-2024,100004896460637,131157879435406,1551524,1185.85,18-Apr-2024,,
59,05-Apr-2024,100004896694279,182382879449521,1551525,1640.85,18-Apr-2024,,
60,05-Apr-2024,100004896810941,568979879505983,1551526,2869.05,18-Apr-2024,,
61,05-Apr-2024,100004896898916,553630879506084,1551527,365,18-Apr-2024,,
62,05-Apr-2024,100004897031214,280761879507040,1551528,557.7,18-Apr-2024,,
63,05-Apr-2024,100004897422241,757201879723048,1551529,3040,18-Apr-2024,,
64,05-Apr-2024,100004896790391,406481879501415,1551489,515.36,18-Apr-2024,,
